SMILES
O=C(CSc1nnc(-c2ccccc2O)[nH]1)NCCSc1ccc(Cl)cc1
CNC(=O)c1ccc(CSc2nnc(-c3ccccc3O)[nH]2)cc1
COc1ccc(-c2nnc(SCc3cc4ccccc4[nH]c3=O)[nH]2)cc1
CNC(=O)c1ccc(CSc2nnc(C=Cc3ccccc3)[nH]2)cc1
Cc1ccc(-c2nnc(SCc3nc4[nH]c(C)cc(=O)n4n3)[nH]2)cc1
CNC(=O)c1ccc(CSc2nnc(-c3ccc(C)cc3)[nH]2)cc1
CC(C)(C)c1ccc(O)c(NC(=O)c2cccc(-c3ncn[nH]3)c2)c1
O=c1[nH]cc(CSc2nnc(-c3ccccc3O)[nH]2)c2ccccc12
O=c1[nH]c2ccccc2cc1CSc1nnc(-c2ccccc2O)[nH]1
Cc1cc(=O)n2nc(CSc3nnc(-c4ccc(Cl)cc4)[nH]3)nc2[nH]1
CNC(=O)c1ccc(CSc2nnc(-c3ccc(Br)cc3)[nH]2)cc1
Cc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1-c1nn[nH]n1
CNC(=O)c1ccc(CSc2nnc(-c3ccc(OC)cc3)[nH]2)cc1
Oc1ccccc1-c1nnc(SCc2ccc3cn[nH]c3c2)[nH]1
COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1-c1nn[nH]n1
CNC(=O)c1ccc(CSc2nnc(-c3ccc(Cl)cc3)[nH]2)cc1
Cc1ccc(C)c(C(=O)CSc2nnc(-c3ccccc3O)[nH]2)c1
CCc1ccc(-c2nnc(SCc3ccc4[nH]c(C)nc4c3)[nH]2)cc1
CNC(=O)c1ccc(CSc2nnc(-c3ccccc3F)[nH]2)cc1
CCc1ccc(-c2nnc(SCc3ccc(C(=O)NC)cc3)[nH]2)cc1
CCc1ccc(-c2nnc(SCc3ccc(CO)cc3)[nH]2)cc1
O=c1[nH]c2ccccc2cc1CSc1nnc(-c2ccccc2F)[nH]1
O=c1[nH]c2cc(F)ccc2cc1CSc1nnc(-c2ccccc2O)[nH]1
Oc1ccccc1-c1nnc(SCCc2ccccc2Cl)[nH]1
Cc1ccc(-c2nnc(NCc3ccc(F)cc3)[nH]2)cc1
Cc1ccc(C(=O)CSc2nnc(-c3ccccc3O)[nH]2)c(C)c1
N#Cc1ccc(-c2nnc(NCc3ccc(Br)cc3)[nH]2)cc1
Cc1cc(C)c(C(=O)CSc2nnc(-c3ccccc3O)[nH]2)cc1C
Fc1ccccc1-c1nnc(SCc2ccc3cn[nH]c3c2)[nH]1
Cc1ccc(-c2nnc(SCc3ccc(C(N)=O)cc3F)[nH]2)cc1
COc1ccc(-c2nnc(SCc3ccc(C(N)=O)cc3)[nH]2)cc1
O=C(CSc1nnc(-c2ccccc2O)[nH]1)c1cc(F)ccc1O
CCc1ccc(CCSc2nnc(-c3ccccc3O)[nH]2)cc1
CC(C)(C)c1ccc(O)c(NC(=O)c2cccc(N3CCCC3=O)c2)c1
CCc1ccc(-c2nnc(SCc3cccc(N(C)C)c3)[nH]2)cc1
Cc1ccc(-c2nnc(SCc3c[nH]c(=O)c4ccccc34)[nH]2)cc1
CCc1ccc(-c2nnc(SCc3ccnc(F)c3F)[nH]2)cc1
CNC(=O)c1ccc(CSc2nnc(C=Cc3ccc(C)o3)[nH]2)cc1
Cc1ccc(OCc2nc(CSc3nnc(-c4ccccc4O)[nH]3)cs2)cc1
O=c1[nH]cc(CSc2nnc(-c3ccccc3F)[nH]2)c2ccccc12
Oc1ccccc1-c1nnc(SCCc2ccc3c(c2)CCO3)[nH]1
Oc1ccccc1-c1nnc(SCc2ccc3nn[nH]c3c2)[nH]1
